-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
1331, 5
1316, 10
1315, 25
1309, 40
1301, 46
1208, 48
1200, 64
1198, 75
1201, 79
1215, 89
1227, 101
1237, 111
1242, 122
1268, 133
1283, 143
-1, -1
2203, 160
2226, 165
2231, 186
2244, 189
2292, 199
2449, 210
4799, 223
5528, 239
5467, 243
5459, 248
5521, 261
5517, 275
5508, 285
5383, 300
4835, 306
5107, 310
5852, 339
5401, 350
4903, 356
4848, 366
5040, 372
5140, 390
5166, 393
5039, 411
5041, 413
3282, 425
3198, 440
3052, 455
3073, 459
2832, 466
2681, 472
2783, 484
2783, 489
2861, 502
3040, 523
3023, 527
3041, 540
3060, 547
3088, 555
3038, 601
3189, 581
3231, 604
3232, 605
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
-1, -1
